connection,protocol,src_ip,src_port,dst_port,connection_type,timestamp,hour,attacker_role,service
1496,mysqld,172.16.0.105,47050,3306,accept,2026-02-06 09:36:21.158474684,9,multistage,MySQL
1497,mysqld,172.16.0.105,47066,3306,accept,2026-02-06 09:36:21.193113089,9,multistage,MySQL
1498,mysqld,172.16.0.105,47076,3306,accept,2026-02-06 09:36:21.240637541,9,multistage,MySQL
1499,mysqld,172.16.0.105,47082,3306,accept,2026-02-06 09:36:21.467294216,9,multistage,MySQL
1500,mysqld,172.16.0.105,47090,3306,accept,2026-02-06 09:36:21.507879734,9,multistage,MySQL
1501,mysqld,172.16.0.105,47100,3306,accept,2026-02-06 09:36:21.543657541,9,multistage,MySQL
1502,mysqld,172.16.0.105,47110,3306,accept,2026-02-06 09:36:21.573064566,9,multistage,MySQL
1503,mysqld,172.16.0.105,47124,3306,accept,2026-02-06 09:36:21.616356373,9,multistage,MySQL
1504,mysqld,172.16.0.105,47126,3306,accept,2026-02-06 09:36:21.644070625,9,multistage,MySQL
1505,mysqld,172.16.0.105,47138,3306,accept,2026-02-06 09:36:21.672255993,9,multistage,MySQL
1506,mysqld,172.16.0.105,47152,3306,accept,2026-02-06 09:36:21.718296051,9,multistage,MySQL
1507,mysqld,172.16.0.105,47166,3306,accept,2026-02-06 09:36:21.768821001,9,multistage,MySQL
1508,mysqld,172.16.0.105,47174,3306,accept,2026-02-06 09:36:21.804879189,9,multistage,MySQL
1509,mysqld,172.16.0.105,47186,3306,accept,2026-02-06 09:36:21.835997581,9,multistage,MySQL
1510,mysqld,172.16.0.105,47196,3306,accept,2026-02-06 09:36:21.870487213,9,multistage,MySQL
1511,mysqld,172.16.0.105,47200,3306,accept,2026-02-06 09:36:22.164532900,9,multistage,MySQL
1512,mysqld,172.16.0.105,47214,3306,accept,2026-02-06 09:36:22.200702667,9,multistage,MySQL
1513,mysqld,172.16.0.105,47222,3306,accept,2026-02-06 09:36:22.230787516,9,multistage,MySQL
1514,mysqld,172.16.0.105,47226,3306,accept,2026-02-06 09:36:22.250074862,9,multistage,MySQL
1515,mysqld,172.16.0.105,47242,3306,accept,2026-02-06 09:36:22.272566557,9,multistage,MySQL
1516,mysqld,172.16.0.105,47248,3306,accept,2026-02-06 09:36:22.309205294,9,multistage,MySQL
1517,mysqld,172.16.0.105,47256,3306,accept,2026-02-06 09:36:22.330011129,9,multistage,MySQL
1518,mysqld,172.16.0.105,47262,3306,accept,2026-02-06 09:36:22.351146221,9,multistage,MySQL
1519,mysqld,172.16.0.105,47268,3306,accept,2026-02-06 09:36:22.382988691,9,multistage,MySQL
1520,mysqld,172.16.0.105,47278,3306,accept,2026-02-06 09:36:22.405733585,9,multistage,MySQL
1521,mysqld,172.16.0.105,47280,3306,accept,2026-02-06 09:36:22.424286604,9,multistage,MySQL
1522,mysqld,172.16.0.105,47296,3306,accept,2026-02-06 09:36:22.442638397,9,multistage,MySQL
1523,mysqld,172.16.0.105,47310,3306,accept,2026-02-06 09:36:22.723743200,9,multistage,MySQL
1524,mysqld,172.16.0.105,47324,3306,accept,2026-02-06 09:36:22.754074574,9,multistage,MySQL
1525,mysqld,172.16.0.105,47332,3306,accept,2026-02-06 09:36:22.773355722,9,multistage,MySQL
1526,mysqld,172.16.0.105,47336,3306,accept,2026-02-06 09:36:22.810402870,9,multistage,MySQL
1527,mysqld,172.16.0.105,47342,3306,accept,2026-02-06 09:36:22.842493773,9,multistage,MySQL
1528,mysqld,172.16.0.105,47344,3306,accept,2026-02-06 09:36:22.890881300,9,multistage,MySQL
1529,mysqld,172.16.0.105,47356,3306,accept,2026-02-06 09:36:22.929769516,9,multistage,MySQL
1530,mysqld,172.16.0.105,47368,3306,accept,2026-02-06 09:36:22.955942392,9,multistage,MySQL
1531,mysqld,172.16.0.105,47372,3306,accept,2026-02-06 09:36:23.005148649,9,multistage,MySQL
1532,mysqld,172.16.0.105,47386,3306,accept,2026-02-06 09:36:23.035768032,9,multistage,MySQL
1533,mysqld,172.16.0.105,47392,3306,accept,2026-02-06 09:36:23.066241263,9,multistage,MySQL
1534,mysqld,172.16.0.105,47408,3306,accept,2026-02-06 09:36:23.108550310,9,multistage,MySQL
1535,mysqld,172.16.0.105,47414,3306,accept,2026-02-06 09:36:23.382863045,9,multistage,MySQL
1536,mysqld,172.16.0.105,47424,3306,accept,2026-02-06 09:36:23.412292004,9,multistage,MySQL
1537,mysqld,172.16.0.105,47440,3306,accept,2026-02-06 09:36:23.444333553,9,multistage,MySQL
1538,mysqld,172.16.0.105,47448,3306,accept,2026-02-06 09:36:23.475051403,9,multistage,MySQL
1539,mysqld,172.16.0.105,47462,3306,accept,2026-02-06 09:36:23.522030354,9,multistage,MySQL
1540,mysqld,172.16.0.105,47474,3306,accept,2026-02-06 09:36:23.548999071,9,multistage,MySQL
1541,mysqld,172.16.0.105,47488,3306,accept,2026-02-06 09:36:23.591010332,9,multistage,MySQL
1542,mysqld,172.16.0.105,47494,3306,accept,2026-02-06 09:36:23.648025751,9,multistage,MySQL
1543,mysqld,172.16.0.105,47502,3306,accept,2026-02-06 09:36:23.688186169,9,multistage,MySQL
1544,mysqld,172.16.0.105,47512,3306,accept,2026-02-06 09:36:23.708647490,9,multistage,MySQL
1545,mysqld,172.16.0.105,47520,3306,accept,2026-02-06 09:36:23.730650902,9,multistage,MySQL
1546,mysqld,172.16.0.105,47536,3306,accept,2026-02-06 09:36:23.762675047,9,multistage,MySQL
1547,mysqld,172.16.0.105,47550,3306,accept,2026-02-06 09:36:24.032266378,9,multistage,MySQL
1548,mysqld,172.16.0.105,47552,3306,accept,2026-02-06 09:36:24.074264526,9,multistage,MySQL
1549,mysqld,172.16.0.105,47558,3306,accept,2026-02-06 09:36:24.116379976,9,multistage,MySQL
1550,mysqld,172.16.0.105,47568,3306,accept,2026-02-06 09:36:24.148957014,9,multistage,MySQL
1551,mysqld,172.16.0.105,47574,3306,accept,2026-02-06 09:36:24.172088385,9,multistage,MySQL
1552,mysqld,172.16.0.105,47588,3306,accept,2026-02-06 09:36:24.190466642,9,multistage,MySQL
1553,mysqld,172.16.0.105,47594,3306,accept,2026-02-06 09:36:24.212599039,9,multistage,MySQL
1554,mysqld,172.16.0.105,47600,3306,accept,2026-02-06 09:36:24.232788563,9,multistage,MySQL
1555,mysqld,172.16.0.105,47604,3306,accept,2026-02-06 09:36:24.251411675,9,multistage,MySQL
1556,mysqld,172.16.0.105,47610,3306,accept,2026-02-06 09:36:24.276653767,9,multistage,MySQL
1557,mysqld,172.16.0.105,47614,3306,accept,2026-02-06 09:36:24.302894115,9,multistage,MySQL
1558,mysqld,172.16.0.105,47624,3306,accept,2026-02-06 09:36:24.327571392,9,multistage,MySQL
1559,mysqld,172.16.0.105,47640,3306,accept,2026-02-06 09:36:24.600124598,9,multistage,MySQL
1560,mysqld,172.16.0.105,47650,3306,accept,2026-02-06 09:36:24.631923437,9,multistage,MySQL
1561,mysqld,172.16.0.105,47662,3306,accept,2026-02-06 09:36:24.667222738,9,multistage,MySQL
1562,mysqld,172.16.0.105,47664,3306,accept,2026-02-06 09:36:24.698636770,9,multistage,MySQL
1563,mysqld,172.16.0.105,47674,3306,accept,2026-02-06 09:36:24.744166374,9,multistage,MySQL
1564,mysqld,172.16.0.105,47676,3306,accept,2026-02-06 09:36:24.783805847,9,multistage,MySQL
1565,mysqld,172.16.0.105,47690,3306,accept,2026-02-06 09:36:24.818069696,9,multistage,MySQL
1566,mysqld,172.16.0.105,47702,3306,accept,2026-02-06 09:36:24.847082853,9,multistage,MySQL
1567,mysqld,172.16.0.105,47704,3306,accept,2026-02-06 09:36:24.885365248,9,multistage,MySQL
1568,mysqld,172.16.0.105,47718,3306,accept,2026-02-06 09:36:24.918146372,9,multistage,MySQL
1569,mysqld,172.16.0.105,47726,3306,accept,2026-02-06 09:36:24.954462528,9,multistage,MySQL
1570,mysqld,172.16.0.105,47742,3306,accept,2026-02-06 09:36:24.991254330,9,multistage,MySQL
1571,mysqld,172.16.0.105,47752,3306,accept,2026-02-06 09:36:25.303999662,9,multistage,MySQL
1572,mysqld,172.16.0.105,47762,3306,accept,2026-02-06 09:36:25.332696676,9,multistage,MySQL
1573,mysqld,172.16.0.105,47764,3306,accept,2026-02-06 09:36:25.372524261,9,multistage,MySQL
1574,mysqld,172.16.0.105,47780,3306,accept,2026-02-06 09:36:25.395975113,9,multistage,MySQL
1575,mysqld,172.16.0.105,47794,3306,accept,2026-02-06 09:36:25.416586399,9,multistage,MySQL
1576,mysqld,172.16.0.105,47806,3306,accept,2026-02-06 09:36:25.447962046,9,multistage,MySQL
1577,mysqld,172.16.0.105,47814,3306,accept,2026-02-06 09:36:25.488574505,9,multistage,MySQL
1578,mysqld,172.16.0.105,47830,3306,accept,2026-02-06 09:36:25.514413594,9,multistage,MySQL
1579,mysqld,172.16.0.105,47842,3306,accept,2026-02-06 09:36:25.548029423,9,multistage,MySQL
1580,mysqld,172.16.0.105,47844,3306,accept,2026-02-06 09:36:25.587442636,9,multistage,MySQL
1581,mysqld,172.16.0.105,47852,3306,accept,2026-02-06 09:36:25.623529911,9,multistage,MySQL
1582,mysqld,172.16.0.105,47866,3306,accept,2026-02-06 09:36:25.655329704,9,multistage,MySQL
1583,mysqld,172.16.0.105,47872,3306,accept,2026-02-06 09:36:25.943893433,9,multistage,MySQL
1584,mysqld,172.16.0.105,47878,3306,accept,2026-02-06 09:36:25.975935459,9,multistage,MySQL
1585,mysqld,172.16.0.105,47888,3306,accept,2026-02-06 09:36:26.006008863,9,multistage,MySQL
1586,mysqld,172.16.0.105,47904,3306,accept,2026-02-06 09:36:26.040156364,9,multistage,MySQL
1587,mysqld,172.16.0.105,47906,3306,accept,2026-02-06 09:36:26.079539299,9,multistage,MySQL
1588,mysqld,172.16.0.105,47912,3306,accept,2026-02-06 09:36:26.111738920,9,multistage,MySQL
1589,mysqld,172.16.0.105,47920,3306,accept,2026-02-06 09:36:26.153131485,9,multistage,MySQL
1590,mysqld,172.16.0.105,47932,3306,accept,2026-02-06 09:36:26.183002472,9,multistage,MySQL
1591,mysqld,172.16.0.105,47946,3306,accept,2026-02-06 09:36:26.210609674,9,multistage,MySQL
1592,mysqld,172.16.0.105,47948,3306,accept,2026-02-06 09:36:26.246073961,9,multistage,MySQL
1593,mysqld,172.16.0.105,47962,3306,accept,2026-02-06 09:36:26.280722380,9,multistage,MySQL
1594,mysqld,172.16.0.105,47972,3306,accept,2026-02-06 09:36:26.311448336,9,multistage,MySQL
1595,mysqld,172.16.0.105,47974,3306,accept,2026-02-06 09:36:26.581138611,9,multistage,MySQL
1596,mysqld,172.16.0.105,47978,3306,accept,2026-02-06 09:36:26.612982988,9,multistage,MySQL
1597,mysqld,172.16.0.105,47982,3306,accept,2026-02-06 09:36:26.642185450,9,multistage,MySQL
1598,mysqld,172.16.0.105,47990,3306,accept,2026-02-06 09:36:26.660392284,9,multistage,MySQL
1599,mysqld,172.16.0.105,48000,3306,accept,2026-02-06 09:36:26.684558392,9,multistage,MySQL
1600,mysqld,172.16.0.105,48012,3306,accept,2026-02-06 09:36:26.705153942,9,multistage,MySQL
1601,mysqld,172.16.0.105,48022,3306,accept,2026-02-06 09:36:26.736680984,9,multistage,MySQL
1602,mysqld,172.16.0.105,48036,3306,accept,2026-02-06 09:36:26.771457195,9,multistage,MySQL
1603,mysqld,172.16.0.105,48048,3306,accept,2026-02-06 09:36:26.822065830,9,multistage,MySQL
1604,mysqld,172.16.0.105,48052,3306,accept,2026-02-06 09:36:26.856787443,9,multistage,MySQL
1605,mysqld,172.16.0.105,48058,3306,accept,2026-02-06 09:36:26.901123285,9,multistage,MySQL
1606,mysqld,172.16.0.105,48064,3306,accept,2026-02-06 09:36:26.932773590,9,multistage,MySQL
1607,mysqld,172.16.0.105,48068,3306,accept,2026-02-06 09:36:27.189080715,9,multistage,MySQL
1608,mysqld,172.16.0.105,48078,3306,accept,2026-02-06 09:36:27.231895208,9,multistage,MySQL
1609,mysqld,172.16.0.105,48094,3306,accept,2026-02-06 09:36:27.256097077,9,multistage,MySQL
1610,mysqld,172.16.0.105,48102,3306,accept,2026-02-06 09:36:27.287964821,9,multistage,MySQL
1611,mysqld,172.16.0.105,48110,3306,accept,2026-02-06 09:36:27.330670357,9,multistage,MySQL
1612,mysqld,172.16.0.105,48118,3306,accept,2026-02-06 09:36:27.363056660,9,multistage,MySQL
1613,mysqld,172.16.0.105,48134,3306,accept,2026-02-06 09:36:27.393433332,9,multistage,MySQL
1614,mysqld,172.16.0.105,48144,3306,accept,2026-02-06 09:36:27.423375368,9,multistage,MySQL
1615,mysqld,172.16.0.105,48154,3306,accept,2026-02-06 09:36:27.452477455,9,multistage,MySQL
1616,mysqld,172.16.0.105,48158,3306,accept,2026-02-06 09:36:27.487929106,9,multistage,MySQL
1617,mysqld,172.16.0.105,48168,3306,accept,2026-02-06 09:36:27.520389795,9,multistage,MySQL
1618,mysqld,172.16.0.105,48170,3306,accept,2026-02-06 09:36:27.560681581,9,multistage,MySQL
1619,mysqld,172.16.0.105,48178,3306,accept,2026-02-06 09:36:27.838343143,9,multistage,MySQL
1620,mysqld,172.16.0.105,48194,3306,accept,2026-02-06 09:36:27.865907669,9,multistage,MySQL
1621,mysqld,172.16.0.105,48196,3306,accept,2026-02-06 09:36:27.890684366,9,multistage,MySQL
1622,mysqld,172.16.0.105,48202,3306,accept,2026-02-06 09:36:27.910976410,9,multistage,MySQL
1623,mysqld,172.16.0.105,48212,3306,accept,2026-02-06 09:36:27.934356928,9,multistage,MySQL
1624,mysqld,172.16.0.105,48214,3306,accept,2026-02-06 09:36:27.963568449,9,multistage,MySQL
1625,mysqld,172.16.0.105,48228,3306,accept,2026-02-06 09:36:28.000512838,9,multistage,MySQL
1626,mysqld,172.16.0.105,48234,3306,accept,2026-02-06 09:36:28.024766445,9,multistage,MySQL
1627,mysqld,172.16.0.105,48238,3306,accept,2026-02-06 09:36:28.062426567,9,multistage,MySQL
1628,mysqld,172.16.0.105,48246,3306,accept,2026-02-06 09:36:28.098879576,9,multistage,MySQL
1629,mysqld,172.16.0.105,48254,3306,accept,2026-02-06 09:36:28.124136448,9,multistage,MySQL
1630,mysqld,172.16.0.105,48256,3306,accept,2026-02-06 09:36:28.146044254,9,multistage,MySQL
1631,httpd,172.16.0.105,55184,80,accept,2026-02-06 09:36:28.393550634,9,multistage,HTTP
1632,httpd,172.16.0.105,55196,80,accept,2026-02-06 09:36:28.478119612,9,multistage,HTTP
1633,httpd,172.16.0.105,55200,80,accept,2026-02-06 09:36:28.539061308,9,multistage,HTTP
1634,httpd,172.16.0.105,55212,80,accept,2026-02-06 09:36:28.602393389,9,multistage,HTTP
1635,httpd,172.16.0.105,55218,80,accept,2026-02-06 09:36:28.660761118,9,multistage,HTTP
1636,httpd,172.16.0.105,55220,80,accept,2026-02-06 09:36:28.711416721,9,multistage,HTTP
1637,httpd,172.16.0.105,55226,80,accept,2026-02-06 09:36:28.769438505,9,multistage,HTTP
1638,httpd,172.16.0.105,58636,80,accept,2026-02-06 09:36:28.824069023,9,multistage,HTTP
1639,httpd,172.16.0.105,58644,80,accept,2026-02-06 09:36:28.885059357,9,multistage,HTTP
1640,smbd,172.16.0.105,49180,445,accept,2026-02-06 09:36:28.958034039,9,multistage,SMB
1641,smbd,172.16.0.105,49182,445,accept,2026-02-06 09:36:29.118170977,9,multistage,SMB
1642,smbd,172.16.0.105,49194,445,accept,2026-02-06 09:36:29.290099144,9,multistage,SMB
1643,smbd,172.16.0.105,49196,445,accept,2026-02-06 09:36:29.455782175,9,multistage,SMB
1644,smbd,172.16.0.105,49202,445,accept,2026-02-06 09:36:29.582191706,9,multistage,SMB
1645,smbd,172.16.0.105,49212,445,accept,2026-02-06 09:36:29.751211882,9,multistage,SMB
1646,ftpd,172.16.0.101,60520,21,accept,2026-02-06 11:47:07.141659021,11,recon,FTP
1647,mysqld,172.16.0.101,35102,3306,accept,2026-02-06 11:47:07.262445450,11,recon,MySQL
1648,smbd,172.16.0.101,43274,445,accept,2026-02-06 11:47:07.286769152,11,recon,SMB
1649,httpd,172.16.0.101,39760,80,accept,2026-02-06 11:47:07.317213297,11,recon,HTTP
1650,Blackhole,172.16.0.101,51590,23,accept,2026-02-06 11:47:07.356931925,11,recon,Telnet
1651,Blackhole,172.16.0.101,44458,23,accept,2026-02-06 11:47:18.079958200,11,recon,Telnet
1652,smbd,172.16.0.101,39568,445,accept,2026-02-06 11:47:18.119266987,11,recon,SMB
1653,ftpd,172.16.0.101,37296,21,accept,2026-02-06 11:47:18.151520014,11,recon,FTP
1654,smbd,172.16.0.101,39576,445,accept,2026-02-06 11:47:23.093233347,11,recon,SMB
1655,Blackhole,172.16.0.101,44466,23,accept,2026-02-06 11:47:23.116189718,11,recon,Telnet
1656,Blackhole,172.16.0.101,46528,23,accept,2026-02-06 11:47:28.103700876,11,recon,Telnet
1657,smbd,172.16.0.101,52454,445,accept,2026-02-06 11:47:28.138231516,11,recon,SMB
1658,Blackhole,172.16.0.101,46540,23,accept,2026-02-06 11:47:33.117549658,11,recon,Telnet
1659,smbd,172.16.0.101,52458,445,accept,2026-02-06 11:47:33.156358242,11,recon,SMB
1660,Blackhole,172.16.0.101,56826,23,accept,2026-02-06 11:47:38.121706247,11,recon,Telnet
1661,smbd,172.16.0.101,39886,445,accept,2026-02-06 11:47:38.151388645,11,recon,SMB
1662,Blackhole,172.16.0.101,56836,23,accept,2026-02-06 11:47:43.123426199,11,recon,Telnet
1663,smbd,172.16.0.101,39892,445,accept,2026-02-06 11:47:43.150817633,11,recon,SMB
1664,smbd,172.16.0.101,39894,445,accept,2026-02-06 11:47:43.182628632,11,recon,SMB
1665,smbd,172.16.0.101,39900,445,accept,2026-02-06 11:47:43.217414618,11,recon,SMB
1666,Blackhole,172.16.0.101,38078,23,accept,2026-02-06 11:47:48.131952523,11,recon,Telnet
1667,smbd,172.16.0.101,60912,445,accept,2026-02-06 11:47:50.719310284,11,recon,SMB
1668,Blackhole,172.16.0.101,38092,23,accept,2026-02-06 11:47:53.137638330,11,recon,Telnet
1669,smbd,172.16.0.101,60830,445,accept,2026-02-06 11:47:55.722612143,11,recon,SMB
1670,Blackhole,172.16.0.101,43850,23,accept,2026-02-06 11:48:00.641299725,11,recon,Telnet
1671,smbd,172.16.0.101,60832,445,accept,2026-02-06 11:48:00.722219229,11,recon,SMB
1672,Blackhole,172.16.0.101,52796,23,accept,2026-02-06 11:48:05.644640923,11,recon,Telnet
1673,smbd,172.16.0.101,47022,445,accept,2026-02-06 11:48:05.726847887,11,recon,SMB
1674,smbd,172.16.0.101,47026,445,accept,2026-02-06 11:48:05.763560534,11,recon,SMB
1675,Blackhole,172.16.0.101,52802,23,accept,2026-02-06 11:48:10.649757862,11,recon,Telnet
1676,smbd,172.16.0.101,47040,445,accept,2026-02-06 11:48:10.766267061,11,recon,SMB
1677,Blackhole,172.16.0.101,44284,23,accept,2026-02-06 11:48:15.654348612,11,recon,Telnet
1678,smbd,172.16.0.101,41758,445,accept,2026-02-06 11:48:15.765746117,11,recon,SMB
1679,Blackhole,172.16.0.101,44298,23,accept,2026-02-06 11:48:20.661703825,11,recon,Telnet
1680,smbd,172.16.0.101,41774,445,accept,2026-02-06 11:48:20.774641991,11,recon,SMB
1681,Blackhole,172.16.0.101,43730,23,accept,2026-02-06 11:48:25.662355185,11,recon,Telnet
1682,smbd,172.16.0.101,34538,445,accept,2026-02-06 11:48:25.770401001,11,recon,SMB
1683,Blackhole,172.16.0.101,43734,23,accept,2026-02-06 11:48:30.675440550,11,recon,Telnet
1684,smbd,172.16.0.101,34544,445,accept,2026-02-06 11:48:30.771358490,11,recon,SMB
1685,Blackhole,172.16.0.101,50630,23,accept,2026-02-06 11:48:35.669936180,11,recon,Telnet
1686,smbd,172.16.0.101,38032,445,accept,2026-02-06 11:48:38.288434744,11,recon,SMB
1687,Blackhole,172.16.0.101,50644,23,accept,2026-02-06 11:48:40.671728373,11,recon,Telnet
1688,smbd,172.16.0.101,38048,445,accept,2026-02-06 11:48:43.291921139,11,recon,SMB
1689,Blackhole,172.16.0.101,60172,23,accept,2026-02-06 11:48:45.679432154,11,recon,Telnet
1690,smbd,172.16.0.101,40542,445,accept,2026-02-06 11:48:48.298694849,11,recon,SMB
1691,Blackhole,172.16.0.101,60184,23,accept,2026-02-06 11:48:50.685569763,11,recon,Telnet
1692,smbd,172.16.0.101,40556,445,accept,2026-02-06 11:48:53.307083607,11,recon,SMB
1693,Blackhole,172.16.0.101,49634,23,accept,2026-02-06 11:48:58.196163177,11,recon,Telnet
1694,smbd,172.16.0.101,51570,445,accept,2026-02-06 11:48:58.312225103,11,recon,SMB
1695,Blackhole,172.16.0.101,49636,23,accept,2026-02-06 11:49:03.201529026,11,recon,Telnet
1696,smbd,172.16.0.101,51572,445,accept,2026-02-06 11:49:03.318244934,11,recon,SMB
1697,Blackhole,172.16.0.101,47236,23,accept,2026-02-06 11:49:08.209057808,11,recon,Telnet
1698,smbd,172.16.0.101,52614,445,accept,2026-02-06 11:49:08.322089911,11,recon,SMB
1699,smbd,172.16.0.101,52626,445,accept,2026-02-06 11:49:08.355545759,11,recon,SMB
1700,Blackhole,172.16.0.101,47240,23,accept,2026-02-06 11:49:13.218329668,11,recon,Telnet
1701,smbd,172.16.0.101,52634,445,accept,2026-02-06 11:49:13.362656593,11,recon,SMB
1702,Blackhole,172.16.0.101,43868,23,accept,2026-02-06 11:49:18.227494001,11,recon,Telnet
1703,smbd,172.16.0.101,47790,445,accept,2026-02-06 11:49:18.367522001,11,recon,SMB
1704,Blackhole,172.16.0.101,43878,23,accept,2026-02-06 11:49:23.239416838,11,recon,Telnet
1705,Blackhole,172.16.0.101,33960,23,accept,2026-02-06 11:49:28.254284620,11,recon,Telnet
1706,Blackhole,172.16.0.101,33974,23,accept,2026-02-06 11:49:33.261434078,11,recon,Telnet
1707,Blackhole,172.16.0.101,56970,23,accept,2026-02-06 11:49:38.269007444,11,recon,Telnet
1708,Blackhole,172.16.0.101,56982,23,accept,2026-02-06 11:49:43.273788691,11,recon,Telnet
1709,httpd,172.16.0.101,49206,80,accept,2026-02-06 11:49:48.298329115,11,recon,HTTP
1710,httpd,172.16.0.101,49218,80,accept,2026-02-06 11:49:48.336431503,11,recon,HTTP
1711,httpd,172.16.0.101,49232,80,accept,2026-02-06 11:49:48.367383242,11,recon,HTTP
1712,httpd,172.16.0.101,49244,80,accept,2026-02-06 11:49:48.425256491,11,recon,HTTP
1713,httpd,172.16.0.101,49246,80,accept,2026-02-06 11:49:48.454910755,11,recon,HTTP
1714,httpd,172.16.0.101,49248,80,accept,2026-02-06 11:49:48.494188070,11,recon,HTTP
1715,Blackhole,172.16.0.101,551,23,accept,2026-02-06 11:49:48.517309189,11,recon,Telnet
1716,smbd,172.16.0.101,985,445,accept,2026-02-06 11:49:48.543140411,11,recon,SMB
1717,httpd,172.16.0.101,49262,80,accept,2026-02-06 11:49:48.617246389,11,recon,HTTP
1718,ftpd,172.16.0.101,46100,21,accept,2026-02-06 11:49:49.884389400,11,recon,FTP
1719,mysqld,172.16.0.101,58126,3306,accept,2026-02-06 11:49:49.928977966,11,recon,MySQL
1720,pptpd,172.16.0.101,56246,1723,accept,2026-02-06 11:49:49.968152761,11,recon,PPTP
1721,mssqld,172.16.0.101,37044,1433,accept,2026-02-06 11:49:49.995771646,11,recon,MSSQL
1722,smbd,172.16.0.101,40922,445,accept,2026-02-06 11:49:50.021933794,11,recon,SMB
1723,epmapper,172.16.0.101,35658,135,accept,2026-02-06 11:49:50.041667700,11,recon,Port-135
1724,httpd,172.16.0.101,49276,80,accept,2026-02-06 11:49:50.058109283,11,recon,HTTP
1725,Blackhole,172.16.0.101,32994,53,accept,2026-02-06 11:49:50.077444792,11,recon,Port-53
1726,Blackhole,172.16.0.101,54352,23,accept,2026-02-06 11:49:50.091436863,11,recon,Telnet
1727,httpd,172.16.0.101,37268,443,accept,2026-02-06 11:49:55.967689753,11,recon,HTTPS
1728,pptpd,172.16.0.101,37028,1723,accept,2026-02-06 11:50:00.907291174,11,recon,PPTP
1729,smbd,172.16.0.101,33154,445,accept,2026-02-06 11:50:00.935260057,11,recon,SMB
1730,mssqld,172.16.0.101,48234,1433,accept,2026-02-06 11:50:00.960757256,11,recon,MSSQL
1731,ftpd,172.16.0.101,48786,21,accept,2026-02-06 11:50:00.997996569,11,recon,FTP
1732,epmapper,172.16.0.101,52798,135,accept,2026-02-06 11:50:01.021627903,11,recon,Port-135
1733,Blackhole,172.16.0.101,60434,23,accept,2026-02-06 11:50:01.036801338,11,recon,Telnet
1734,Blackhole,172.16.0.101,41056,53,accept,2026-02-06 11:50:01.064366578,11,recon,Port-53
1735,pptpd,172.16.0.101,37034,1723,accept,2026-02-06 11:50:01.165996552,11,recon,PPTP
1736,pptpd,172.16.0.101,37042,1723,accept,2026-02-06 11:50:01.206294775,11,recon,PPTP
1737,pptpd,172.16.0.101,37046,1723,accept,2026-02-06 11:50:01.239253044,11,recon,PPTP
1738,smbd,172.16.0.101,36016,445,accept,2026-02-06 11:50:05.914940596,11,recon,SMB
1739,epmapper,172.16.0.101,58780,135,accept,2026-02-06 11:50:05.938774824,11,recon,Port-135
1740,Blackhole,172.16.0.101,60222,23,accept,2026-02-06 11:50:05.953306437,11,recon,Telnet
1741,Blackhole,172.16.0.101,57738,53,accept,2026-02-06 11:50:05.970443010,11,recon,Port-53
1742,pptpd,172.16.0.101,41230,1723,accept,2026-02-06 11:50:06.240167856,11,recon,PPTP
1743,epmapper,172.16.0.101,58790,135,accept,2026-02-06 11:50:10.912929773,11,recon,Port-135
1744,Blackhole,172.16.0.101,60236,23,accept,2026-02-06 11:50:10.946156263,11,recon,Telnet
1745,Blackhole,172.16.0.101,57746,53,accept,2026-02-06 11:50:10.969561815,11,recon,Port-53
1746,smbd,172.16.0.101,36028,445,accept,2026-02-06 11:50:10.986099243,11,recon,SMB
1747,pptpd,172.16.0.101,41232,1723,accept,2026-02-06 11:50:11.249831676,11,recon,PPTP
1748,Blackhole,172.16.0.101,43688,23,accept,2026-02-06 11:50:15.910652399,11,recon,Telnet
1749,Blackhole,172.16.0.101,45206,53,accept,2026-02-06 11:50:15.934852600,11,recon,Port-53
1750,smbd,172.16.0.101,47346,445,accept,2026-02-06 11:50:15.955724239,11,recon,SMB
1751,epmapper,172.16.0.101,59738,135,accept,2026-02-06 11:50:15.969533682,11,recon,Port-135
1752,pptpd,172.16.0.101,52088,1723,accept,2026-02-06 11:50:16.247997284,11,recon,PPTP
1753,pptpd,172.16.0.101,52090,1723,accept,2026-02-06 11:50:16.283950329,11,recon,PPTP
1754,epmapper,172.16.0.101,59746,135,accept,2026-02-06 11:50:20.912084341,11,recon,Port-135
1755,Blackhole,172.16.0.101,43696,23,accept,2026-02-06 11:50:20.942570686,11,recon,Telnet
1756,Blackhole,172.16.0.101,45208,53,accept,2026-02-06 11:50:20.976733208,11,recon,Port-53
1757,smbd,172.16.0.101,47354,445,accept,2026-02-06 11:50:21.002599716,11,recon,SMB
1758,pptpd,172.16.0.101,52098,1723,accept,2026-02-06 11:50:21.287986755,11,recon,PPTP
1759,epmapper,172.16.0.101,60850,135,accept,2026-02-06 11:50:25.919575453,11,recon,Port-135
1760,Blackhole,172.16.0.101,56386,23,accept,2026-02-06 11:50:25.945760965,11,recon,Telnet
1761,Blackhole,172.16.0.101,42454,53,accept,2026-02-06 11:50:25.962174416,11,recon,Port-53
1762,smbd,172.16.0.101,56528,445,accept,2026-02-06 11:50:25.977574110,11,recon,SMB
1763,smbd,172.16.0.101,56542,445,accept,2026-02-06 11:50:26.012085438,11,recon,SMB
1764,smbd,172.16.0.101,56544,445,accept,2026-02-06 11:50:26.041559458,11,recon,SMB
